Inputs,MMSE,MAE,MSE,RMSE,RSS,R2
"['BiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.1891029278437295,0.077408941462636,0.0342850851205488,0.1510826274752617,0.6171315498650074,-1.5222485264142354
"['BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.1755539178848269,0.0776008293032646,0.020352347753942,0.1400356491406758,0.3663422564665476,0.6881351172924042
"['Time', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.1895106236139934,0.0778965825835863,0.0337174466500679,0.1583463127414385,0.6069140583276749,-1.3194794058799744
"['Age', 'BioWeight', 'Biomass0', 'Protein']",1.1925344467163086,0.077918991446495,0.03669645714884,0.1592038596669832,0.6605362376819054,-1.5399860342343648
"['dBiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.1894791920979817,0.0779700192312399,0.0335391340777277,0.1500010440746943,0.603704422712326,-1.5165403683980303
"['Age', 'dBiomassEst', 'CPR', 'CumulativeAge', 'Protein']",1.177571455637614,0.0783256528278191,0.0209201499819755,0.1358045736948649,0.3765626947085063,0.5455089410146078
"['Age', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.1767104069391887,0.0783282853662967,0.0200538877397775,0.135069486995538,0.3609699755907058,0.6110159456729889
"['Age', 'BiomassEst', 'BioWeight', 'Carbon_Feed', 'Protein']",1.1835243304570515,0.078445507834355,0.0266333196001748,0.1425634870926539,0.4793997605641683,0.2565024693806966
"['Time', 'dBiomassEst', 'BioWeight', 'CPR', 'CumulativeAge', 'Protein']",1.1806920369466145,0.0784870125353336,0.0237180547167857,0.1443412850300471,0.4269249886274338,0.4636387228965759
"['Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.1962260802586873,0.0789874773472547,0.0382511277372638,0.1693541171650091,0.6885202899575233,-2.182694415251414
"['CPR', 'Carbon_Feed', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.1799673636754353,0.0791841546694437,0.0215990496799349,0.1404035861293474,0.3887828985850016,0.5671383937199911
"['Time', 'BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Protein']",1.182567040125529,0.0792773813009262,0.0240122356141606,0.1483485723535219,0.4322202404340108,0.5505774219830831
"['Time', 'Age', 'BiomassEst', 'BioWeight', 'CPR', 'Protein']",1.1798190275828044,0.0795624032616615,0.0206941695262988,0.1436116248369217,0.3724950452645619,0.6743552088737488
"['BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Protein']",1.184856414794922,0.0798929606874783,0.0250705218253036,0.1417432899276415,0.45126939813296,0.4758036335309346
"['Time', 'Age', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.1958478291829426,0.0799639013906319,0.0359199569405367,0.1588663607835769,0.6465592086315155,-1.5339483618736267
"['Time', 'BiomassEst', 'BioWeight', 'Biomass0', 'Protein']",1.1980297168095906,0.0802550042668978,0.0375196444025884,0.1630996925135453,0.6753536102672418,-1.5461384852727251
"['Age', 'dBiomassEst', 'CPR', 'dCarbon_Feed', 'Protein']",1.1822398900985718,0.0803044761220614,0.0216310045992334,0.1414864659309387,0.3893580933411916,0.4561702807744344
"['dCarbon_Feed', 'Biomass0', 'Induction', 'CumulativeAge', 'Protein']",1.200678030649821,0.0805014688521623,0.0396751379594206,0.1615994268407424,0.7141524584343036,-1.5834908088048298
"['BioWeight', 'Biomass0', 'Induction', 'miuSimp', 'Protein']",1.1966880957285564,0.0805505781124035,0.0355869668225447,0.1587030341227849,0.6405653854211172,-1.3926827510197957
"['dBiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.1973642508188884,0.080818023532629,0.0357281202838445,0.155371884504954,0.643106167515119,-1.5370306968688965
"['Time', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.1968541542689006,0.0810555107891559,0.0347431662182013,0.1588223824898401,0.6253769745429357,-1.4661250710487366
"['Age', 'BiomassEst', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.1917606989542644,0.0812029081086317,0.029354866904517,0.1509148503343264,0.5283875862757365,0.1401007572809855
"['CPR', 'Biomass0', 'miuSimp', 'Protein']",1.1982558965682983,0.0812705295781294,0.0357148110245664,0.1623119463523229,0.6428666065136591,-1.5327804684638977
"['dBiomassEst', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.1934270858764648,0.0816731955856084,0.0300807186091939,0.14529466877381,0.5414529293775558,-0.0672369996706644
"['BiomassEst', 'Carbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",1.1993331909179688,0.0818391305704911,0.0356549629941582,0.1624748905499776,0.6417893171310425,-1.5323684811592102
"['Age', 'CPR', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.1999835173288982,0.0818470753729343,0.0362892486155033,0.1633304233352343,0.6532064725955328,-1.5370222528775532
"['Age', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.1873716513315835,0.0820109819372495,0.0233496995642781,0.1479139675696691,0.4202945878108342,0.4812216162681579
"['BioWeight', 'Carbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.201106349627177,0.082231276979049,0.0366437231035282,0.1614992457131544,0.6595870057741801,-1.5395280321439109
"['dBiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.1948443253835042,0.0824088255564371,0.0300267223889629,0.1526447683572769,0.5404810061057409,-0.4631224473317464
"['dBiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Protein']",1.194241960843404,0.082505057255427,0.02923187528116,0.1485072212914625,0.5261737381418546,-0.6866314808527628
"['BiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.202133576075236,0.082741896311442,0.0366498621491094,0.1666924258073171,0.65969750781854,-1.54018368323644
"['dBiomassEst', 'BioWeight', 'CPR', 'CumulativeAge', 'miuSimp', 'Protein']",1.1950194438298545,0.0831479740639527,0.028723490734895,0.1555676485101381,0.5170228133598963,0.3370582660039266
"['BiomassEst', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.1919934352238972,0.0833137097458044,0.0253660480181376,0.1483229026198387,0.4565888593594233,0.4808721741040547
"['CPR', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.202013333638509,0.0833980180323124,0.0352172876397768,0.1666871905326843,0.6339111775159836,-1.280510922273
"['Time', 'CPR', 'Biomass0', 'Induction', 'Protein']",1.2041003704071045,0.083423176780343,0.0372540315923591,0.1650406954189141,0.6705725515882174,-1.5346805453300476
"['BiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.1973861455917358,0.0836458404858907,0.0300944525127609,0.1627785737315813,0.5417001446088155,-1.4075422088305156
"['Time', 'BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",1.2042558987935383,0.0837003054718176,0.0368552689130107,0.1643251826365789,0.6633948385715485,-1.54133935769399
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Protein']",1.1968924204508464,0.0838310178369283,0.0292303500076135,0.1460303043325742,0.5261463125546774,0.2877671917279561
"['Biomass0', 'Induction', 'miuSimp', 'Protein']",1.2061436971028645,0.0838497709482908,0.0384441546630114,0.1622693290313085,0.6919947676360607,-1.553069015343984
"['Age', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.1952192783355713,0.0838508233428001,0.0275176347543795,0.1499151115616162,0.4953174342711766,0.2592367529869079
"['BiomassEst', 'BioWeight', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.205277641614278,0.0840478911995887,0.037181917267541,0.1663874760270118,0.6692745188872019,-1.5436758399009705
"['dBiomassEst', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.2041093508402507,0.0841724829127391,0.0357643648361166,0.1542993287245432,0.6437585726380348,-1.5487555861473083
"['BiomassEst', 'BioWeight', 'CPR', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.20137886206309,0.0844459335009257,0.0324869593605399,0.1460139788687229,0.5847652604182562,0.1072072188059489
"['dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.2059662739435832,0.0844817509253819,0.0370027485769242,0.165042832493782,0.6660494655370712,-1.542162299156189
"['dBiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.206986665725708,0.0844946863750616,0.0379973423356811,0.1723707988858223,0.6839521725972494,-1.2908980250358582
"['Age', 'dBiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2059752543767293,0.0845837158461411,0.0368078160099685,0.1640876767536004,0.6625406791766485,-1.5278947750727336
"['Time', 'BiomassEst', 'CumulativeAge', 'miuSimp', 'Protein']",1.1941980123519895,0.0847028903663158,0.0247922008857131,0.1489183356364568,0.4462596029043197,0.3931710322697957
"['Time', 'BioWeight', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.1988128423690796,0.084809956451257,0.0291929246547321,0.14991328616937,0.5254726285735766,0.3664434552192688
"['BiomassEst', 'CPR', 'Biomass0', 'Induction', 'Protein']",1.2064178387324016,0.0848454398413499,0.0367270118246475,0.1673057576020558,0.6610862215360006,-1.5403606295585632
"['Age', 'BiomassEst', 'dBiomassEst', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.2039191325505574,0.0849224316577116,0.0340742071469624,0.165927325685819,0.6133357360959053,-1.4672364592552185
"['Time', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.2087703943252563,0.0854181150595347,0.0379341825221975,0.1696595102548599,0.6828152959545454,-1.5493366519610088
"['BiomassEst', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.2086916367212932,0.0855389224986235,0.0376137426743904,0.1682606811324755,0.6770473768313726,-1.54690420627594
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.1988445123036702,0.0857453979551792,0.0273537510074675,0.1545806974172592,0.492367518444856,0.4758759935696919
"['Time', 'BiomassEst', 'BioWeight', 'CPR', 'dCarbon_Feed', 'Protein']",1.197644869486491,0.0860903585950533,0.0254641611439486,0.1467777503033479,0.4583548953135808,0.6005416313807169
"['BiomassEst', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2121381362279255,0.0861415301139156,0.039855085274515,0.1669402637829383,0.7173915350188812,-1.5637648105621338
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.2118415435155232,0.0867470453182856,0.038347500997285,0.1669896095991134,0.6902550309896469,-1.5538901090621948
"['dBiomassEst', 'BioWeight', 'CPR', 'miuSimp', 'Protein']",1.2040826082229614,0.0870290615906318,0.0300245345570147,0.1576128850380579,0.5404416347543398,0.410782794157664
"['Age', 'CPR', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.2122397422790527,0.0870331513384978,0.0381735141078631,0.1701075832049051,0.6871232489744822,-1.5499013264973958
"['Time', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.2119479179382324,0.0871647720535596,0.0376183797294894,0.1719062676032384,0.6771308382352194,-1.5456943114598591
"['Age', 'BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Protein']",1.203896443049113,0.0876909742752711,0.0285145367185274,0.1552877326806386,0.513261670867602,0.4088598291079203
"['Age', 'BiomassEst', 'dBiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2151949405670166,0.088055282831192,0.0390843618661165,0.1785858571529388,0.7035185197989146,-1.5580862959225972
"['BiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.2169520457585652,0.0882374513894319,0.0404771393320212,0.1739311677714189,0.7285885239640871,-1.5270926356315613
"['BiomassEst', 'dBiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2161163489023843,0.0882775634527206,0.0395612421755989,0.1703153513371944,0.7121023659904798,-1.5562798579533894
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2164029280344646,0.0884812138974666,0.0394404750162114,0.1705026080211003,0.7099285672108332,-1.5647311607996623
"['BiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.2081634203592937,0.08848512545228,0.0311931666607658,0.1515844936172167,0.5614769781629244,0.2043938438097635
"['BiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.2089723348617554,0.088753988345464,0.0314644093935688,0.158716765542825,0.5663593684633573,0.1576392253239949
"['BiomassEst', 'dBiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.216531793276469,0.0892626369992892,0.0380065211405356,0.1720153043667475,0.6841173817714056,-1.528663734594981
"['dBiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.2071553866068525,0.0899228602647781,0.0273096604893604,0.160057599345843,0.4915738801161448,0.5069224834442139
"['BioWeight', 'Carbon_Feed', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.206985870997111,0.0899488478899002,0.0270881708711385,0.1631890187660853,0.4875870744387309,0.641192356745402
"['BiomassEst', 'BioWeight', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.2148850758870442,0.0909699493398269,0.032945127148802,0.1609133829673131,0.5930123130480448,0.3208771347999573
"['BioWeight', 'CPR', 'CumulativeAge', 'miuSimp', 'Protein']",1.2163241704305012,0.0910441453258196,0.0342358816415071,0.1680594409505526,0.6162458459536234,0.1723671356836954
"['Time', 'Age', 'BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Protein']",1.2113784948984785,0.0911421328783035,0.029094198718667,0.1684433023134867,0.5236955682436625,0.4812607367833455
"['BiomassEst', 'dBiomassEst', 'CPR', 'dCarbon_Feed', 'Protein']",1.2152212460835774,0.0916019330422083,0.0320173921063542,0.1622056365013122,0.5763130734364191,0.0672168334325154
"['Age', 'BiomassEst', 'CPR', 'dCarbon_Feed', 'Protein']",1.2119369109471638,0.0916633866727352,0.0286101304615537,0.1557909622788429,0.5149823576211929,0.3739716211954753
"['BioWeight', 'CPR', 'Biomass0', 'Protein']",1.2242918411890666,0.0920272233585516,0.0402373859348396,0.1801137452324231,0.7242729415496191,-1.5668851931889851
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.2240123748779297,0.0920852919419606,0.0398417736093203,0.1787988940874735,0.717151920000712,-1.4934412042299907
"['Age', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2309329509735107,0.0938924470295508,0.0431480641321589,0.1811651190121968,0.7766651672621568,-1.5881606936454773
"['BiomassEst', 'Biomass0', 'Induction', 'Protein']",1.2277303139368694,0.0941257613400618,0.0394787990177671,0.1783167024453481,0.7106183966000875,-1.5609145363171897
"['BiomassEst', 'CPR', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.2203236023585002,0.0947257665296395,0.0308720301836729,0.1636887143055597,0.5556965470314026,0.2872382005055745
"['Age', 'BiomassEst', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.2236013412475586,0.0949132939179738,0.0337747503072023,0.165975568195184,0.6079454819361368,-0.0133627454439798
"['Age', 'BiomassEst', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.2294509013493855,0.0951250543196996,0.0392008454849322,0.1832741498947143,0.7056152025858561,-1.5424222548802693
"['dBiomassEst', 'CPR', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.2235466639200847,0.095170850555102,0.0332050280024608,0.1675851618250211,0.5976904879013697,0.0620429317156473
"['Time', 'BiomassEst', 'BioWeight', 'CPR', 'Protein']",1.2224394877751668,0.0951770717899004,0.0320852852116028,0.1662050361434618,0.5775351425011953,0.3448865413665771
"['BiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.232910672823588,0.0954776654640833,0.0419552652165293,0.1810103108485539,0.7551947807272276,-1.5797125299771626
"['Time', 'BiomassEst', 'CPR', 'miuSimp', 'Protein']",1.2228912115097046,0.0957392851511637,0.031412632515033,0.1615974083542823,0.5654273927211761,0.1946396231651306
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'Biomass0', 'Protein']",1.2344786326090496,0.0963648644586404,0.0417489899943272,0.1876850103338559,0.7514818360408148,-1.5738826195398967
"['BioWeight', 'CPR', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.224951148033142,0.0964850435654322,0.0319810826331377,0.1675992906093597,0.5756594836711884,0.4119705557823181
"['Time', 'dCarbon_Feed', 'Biomass0', 'Induction', 'Protein']",1.2441603740056355,0.0966973875959714,0.0507656320308645,0.1783943598469098,0.9137813771764436,-3.3120360573132834
"['Age', 'BiomassEst', 'dBiomassEst', 'CPR', 'Protein']",1.2279525995254517,0.0972379545370737,0.0334766373659173,0.1726024871071179,0.6025794794162115,0.2805471420288086
"['Age', 'BiomassEst', 'BioWeight', 'Biomass0', 'Protein']",1.2353463172912598,0.0973840914666652,0.0405782259379824,0.1837864244977633,0.7304080526034037,-1.5694255034128826
"['Time', 'dBiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.2386518319447837,0.0980699534217516,0.0425119133045276,0.1906068176031112,0.7652144481738409,-1.5836564501126609
"['Age', 'BiomassEst', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2371713717778523,0.0980894503494103,0.0409924828757842,0.1851459716757138,0.737864688038826,-1.5724362929662068
"['Age', 'BiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2394665877024331,0.0988044279317061,0.0418576716134945,0.1840498099724451,0.7534380654493967,-1.580453912417094
"['dBiomassEst', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2462027072906494,0.0991631789753834,0.0478763594292104,0.1836566900213559,0.8617744892835617,-1.6617160836855571
"['BiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",1.2408474683761597,0.0994751825928688,0.0418971078470349,0.188392162322998,0.754147931933403,-1.567896604537964
"['Age', 'BiomassEst', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.2342753807703657,0.0995987765491008,0.0350778982974588,0.160886517415444,0.6314021920164427,-1.5108013153076172
"['BiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.241451422373454,0.0997820496559143,0.0418873424059711,0.1639980381975571,0.7539721621821324,-1.6220213174819946
"['Time', 'Age', 'BioWeight', 'CPR', 'Protein']",1.230051040649414,0.0998014012972513,0.0304482647528251,0.1676952143510182,0.548068771759669,0.3381906747817993
"['BiomassEst', 'BioWeight', 'CPR', 'CumulativeAge', 'miuSimp', 'Protein']",1.2430676619211831,0.0998348146677017,0.0433980811697741,0.1712392816940943,0.7811654632290205,-0.3645222187042236
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'CPR', 'CumulativeAge', 'Protein']",1.2380805412928264,0.1000810662905375,0.0379184031238158,0.1845766007900238,0.6825312425692877,0.1029328107833862
"['dBiomassEst', 'CPR', 'CumulativeAge', 'miuSimp', 'Protein']",1.2364864349365234,0.1001413737734158,0.0362037136219441,0.1740241249402364,0.6516668299833933,0.1888376077016194
"['BiomassEst', 'dBiomassEst', 'CPR', 'CumulativeAge', 'Protein']",1.2343226671218872,0.1001417227089405,0.0340392210831244,0.1704684967796007,0.6127059708038965,0.1783366799354553
"['Age', 'BiomassEst', 'dBiomassEst', 'Biomass0', 'Protein']",1.2433210213979085,0.1006267828245957,0.0420673741027712,0.1801135266820589,0.7572127133607864,-1.617317219575246
"['BioWeight', 'Biomass0', 'miuSimp', 'Protein']",1.249929666519165,0.1016853308926026,0.0465589492426564,0.1891410388052463,0.8380611091852188,-1.6364978353182476
"['BiomassEst', 'dBiomassEst', 'BioWeight', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.2453734079996746,0.1026606199642022,0.0400521932169795,0.1841553648312886,0.7209394921859106,-0.0039942661921183
"['BioWeight', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2504267692565918,0.1026661358773708,0.045094517370065,0.1959352095921834,0.8117013176282247,-1.602855384349823
"['dBiomassEst', 'BioWeight', 'Biomass0', 'Protein']",1.2492596705754595,0.1030100211501121,0.0432396076309184,0.1843553607662519,0.7783129513263702,-1.6097924709320068
"['dBiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2545952796936035,0.1030726606647173,0.0484499984886497,0.196584690362215,0.872099980711937,-1.6269574165344238
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'Biomass0', 'Protein']",1.2670135895411174,0.1031948700547218,0.0606238306500017,0.2001325252155462,1.0912289942304294,-1.9244823058446248
"['CPR', 'dCarbon_Feed', 'Biomass0', 'miuSimp', 'Protein']",1.2680358091990154,0.1040940048793951,0.059847748838365,0.1959289840112129,1.0772594554970665,-0.3970995346705119
"['Time', 'BiomassEst', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.2452608744303386,0.1044673547148704,0.0363261972864468,0.1799078385035196,0.6538715362548828,0.0899457534154256
"['BiomassEst', 'BioWeight', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.2584519783655803,0.1046583255132039,0.0491353111962477,0.2006972233454386,0.8844356089830399,-1.6329163511594136
"['Time', 'BiomassEst', 'CPR', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.2532302538553874,0.1046937368810176,0.0438427878543734,0.1902866140007972,0.7891701608896255,-1.6024916768074036
"['BiomassEst', 'dBiomassEst', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.256403962771098,0.1057693809270858,0.0448652704556783,0.1988397588332494,0.807574858268102,-1.5253241459528606
"['BiomassEst', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.257822036743164,0.1058486675222714,0.0461247321218252,0.2002899174888928,0.8302451968193054,-1.61082923412323
"['Age', 'BiomassEst', 'BioWeight', 'CPR', 'Protein']",1.2593135833740234,0.1059442112843195,0.047425205198427,0.1877182349562645,0.8536536991596222,-0.326390524705251
"['BiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.249900499979655,0.1062424555420875,0.0374155944834152,0.1870040496190389,0.6734806994597117,0.3175015648206075
"['BiomassEst', 'BioWeight', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.2561208407084148,0.1067453722159067,0.0426300472269455,0.1929003149271011,0.7673408389091492,-0.1110000411669413
"['BiomassEst', 'BioWeight', 'CPR', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.2552344401677449,0.1068688817322254,0.0414966479875147,0.1817377172410488,0.7469396765033404,0.0827236572901407
"['Age', 'Biomass0', 'Induction', 'miuSimp', 'Protein']",1.2586154143015544,0.1071405572195847,0.0443343290438254,0.179192582766215,0.7980179091294607,-0.2029735048611959
"['Age', 'BioWeight', 'CPR', 'Biomass0', 'Protein']",1.2603824138641355,0.1074835310379664,0.0454152955984075,0.1878748138745626,0.8174753288427988,-1.6548095345497131
"['BioWeight', 'CPR', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.2694608767827351,0.1076524667441845,0.0541559347572426,0.1934010361631711,0.9748068451881408,-0.6253422300020853
"['BioWeight', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.2709515889485676,0.1080287899821996,0.0548940456161896,0.1885469543437163,0.9880928148825964,-1.2915700872739155
"['Age', 'BiomassEst', 'CPR', 'dCarbon_Feed', 'miuSimp', 'Protein']",1.2543830474217732,0.108573925991853,0.0372351730863253,0.1849238773187001,0.6702331205209097,0.1387693285942077
"['Time', 'CPR', 'Biomass0', 'miuSimp', 'Protein']",1.2627286116282146,0.1091869386533896,0.0443547611745695,0.1701827098925908,0.7983856995900472,-1.4188823103904724
"['Age', 'BiomassEst', 'Biomass0', 'CumulativeAge', 'Protein']",1.2647969722747805,0.1097775812571247,0.0452417854297285,0.1718984749168157,0.814352125239869,-0.1489574114481608
"['BiomassEst', 'dBiomassEst', 'CPR', 'Biomass0', 'CumulativeAge', 'Protein']",1.2671165863672893,0.1104789860546588,0.046158540683488,0.1965035423636436,0.8308537105719248,-1.630796492099762
"['Time', 'Biomass0', 'miuSimp', 'Protein']",1.2801846663157146,0.1111642842491467,0.057856067083776,0.1981866930921872,1.0414092366894083,-1.879144847393036
"['dBiomassEst', 'BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",1.2715534766515095,0.1113878563046455,0.0487777708719174,0.2111545950174331,0.8779998819033304,-1.6307061910629272
"['BiomassEst', 'dBiomassEst', 'dCarbon_Feed', 'CumulativeAge', 'Protein']",1.2649078766504924,0.1116524785757064,0.0416029424717028,0.194599429766337,0.7488529682159424,-0.1444084048271179
"['dBiomassEst', 'BioWeight', 'CPR', 'Carbon_Feed', 'CumulativeAge', 'Protein']",1.2696354389190674,0.1116751804947853,0.0462850807234644,0.1959251686930656,0.8331314747532209,-0.0102133949597676
"['Age', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.276877999305725,0.1118155866861343,0.0532468088592092,0.1923096651832262,0.958442563811938,0.0268765886624654
"['BiomassEst', 'dBiomassEst', 'Carbon_Feed', 'Biomass0', 'CumulativeAge', 'Protein']",1.2609456777572632,0.1118160237868626,0.0373136857524514,0.171340654293696,0.6716463565826416,-0.1691916584968567
"['BioWeight', 'CPR', 'Carbon_Feed', 'dCarbon_Feed', 'Protein']",1.2631258567174275,0.1121327405174573,0.038860373198986,0.1933170904715856,0.6994867126146952,0.4356416960557301
"['BiomassEst', 'BioWeight', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.2727452913920083,0.1122146621346473,0.0483160174141327,0.2159697165091832,0.8696883122126261,-1.532763163248698
"['Age', 'BiomassEst', 'dBiomassEst', 'CPR', 'Carbon_Feed', 'Protein']",1.269036610921224,0.1126394495368003,0.0437576764573653,0.1910335967938105,0.7876381973425547,-0.3345695734024048
"['BiomassEst', 'CPR', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.282719969749451,0.1131762837370236,0.0563674098812043,0.1972373723983764,1.014613337814808,-1.0544349352518718
"['BiomassEst', 'BioWeight', 'dCarbon_Feed', 'CumulativeAge', 'miuSimp', 'Protein']",1.2845357656478882,0.1133007239550352,0.0579343168841054,0.1965680656333764,1.0428177465995152,-0.7219098806381226
"['BiomassEst', 'BioWeight', 'Biomass0', 'CumulativeAge', 'Protein']",1.275254726409912,0.1136623714119196,0.0479299995737771,0.1796481485168139,0.8627399789790312,-1.463690996170044
"['dBiomassEst', 'Carbon_Feed', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.29262113571167,0.1177006245901187,0.057219933757248,0.1854534434775511,1.0299588311463594,-2.0511334935824075
"['BiomassEst', 'Biomass0', 'miuSimp', 'Protein']",1.2960623105367024,0.1194083361576,0.0572456171115239,0.1867644426723321,1.0304210657874744,-1.87878813346227
"['BiomassEst', 'BioWeight', 'dCarbon_Feed', 'Biomass0', 'Protein']",1.2924168507258098,0.1201954589535792,0.0520259685193498,0.1926533058285713,0.9364674525956312,-1.7596232096354167
"['Time', 'BiomassEst', 'Biomass0', 'CumulativeAge', 'miuSimp', 'Protein']",1.2904404004414876,0.121095652381579,0.0482490298648675,0.2037921423713366,0.8684825201829275,-1.653991440931956
